"lon","lat","unc"
-111.176336,33.272008,NA
-118.527055,34.537978,NA
-98.574977,29.575928,NA
-98.034119,30.034992,4
-117.115811,32.591083,NA
-117.247078,33.248293,3
-111.158481,33.273981,NA
-117.067161,33.07548,4
-108.93713,32.12357,5
-117.940933,33.664525,6
-98.33502,29.658724,6
-117.199822,32.81857,4
-98.761726,29.43956,23
-117.755547,33.799225,2
-98.059173,29.934528,NA
-98.575519,29.621416,4
-117.755546,33.799218,1
-118.184988,34.143422,4
-117.113136,32.638275,NA
-98.486478,29.875277,NA
-117.218505,32.927442,4
-122.314628,37.466042,4
-117.136392,33.094428,723
-117.75564,33.799715,3
-113.62268,37.01557,NA
-121.78412,36.798953,4
-97.651162,30.512256,3
-117.125441,33.769908,33
-117.022003,32.819481,NA
-117.88607,33.654243,8
-117.755611,33.79976,6
-97.915637,30.305684,3
-117.930052,33.986887,7
-117.248828,32.94332,NA
-117.049294,32.98263,4
-117.104636,32.911033,4
-117.120331,33.068909,4
-117.141325,32.635833,NA
-98.344561,29.683227,4
-98.341417,29.681642,10
-122.81265,39.016375,NA
-122.61868,38.115176,4
-98.847,30.714597,3
-98.403167,29.5807,223
-117.23168,33.092953,4
-98.540646,29.597645,17
-98.072772,30.16074,8
-98.014593,30.152583,5
-98.140143,29.639378,3
-117.070077,32.820178,NA
-103.929934,32.337059,8
-117.078808,32.719602,92
-110.816909,32.097589,12
-117.194625,33.094411,20
-98.182991,30.332008,4
-117.19092,32.80155,8
-117.666445,33.845253,6
-118.501846,32.918297,NA
-99.960017,30.905883,3
-117.182755,33.111911,2
-117.098923,34.044319,NA
-110.737584,32.066329,5
-117.206725,33.102642,4
-117.154418,33.082343,3
-117.595542,33.602178,3
-118.512842,34.311003,NA
-117.118172,32.722228,4
-117.0862,32.55402,8
-117.686913,34.148608,10
-117.22158,32.927417,4
-117.269792,33.538942,3
-121.763794,37.302761,4
-117.077942,32.719964,4
-117.201653,33.094878,6
-117.822403,33.561745,4
-117.273055,32.826862,4
-117.172103,32.796037,4
-118.332069,33.72319,222
-118.480688,33.415475,200
-98.471585,29.647462,8
-117.173901,34.100882,828
-117.123358,32.560617,3
-98.489967,32.55212,35
-117.24682,32.939306,122
-117.071681,32.832481,31
-118.968704,34.206909,113
-116.992788,32.719428,16
-116.965697,32.977553,NA
-117.273583,32.827225,39
-115.949177,36.126866,8
-117.078214,33.049603,4
-116.8545,32.760188,16
-118.332069,33.72319,128
-118.838867,36.482883,24
-117.229539,32.796322,37
-117.086019,32.553886,NA
-118.382664,34.018336,4
-118.543105,34.127189,3
-121.188647,38.648508,9
-116.698517,32.726575,3
-116.883361,32.636292,NA
-118.317847,34.488533,48
-118.361442,33.353353,4
-117.008303,33.009239,NA
-118.506247,34.129128,3
-113.400339,37.191493,1
-116.977563,32.931797,NA
-117.152825,33.078097,21
-119.046517,34.106389,6
-117.258413,33.000572,4
-116.800438,32.74612,5
-117.188133,32.854072,64
-117.023971,32.628596,7
-118.92582,34.12235,3
-116.698875,32.726414,4
-117.272147,32.831105,4
-117.011467,33.016753,4
-111.964261,34.650864,4
-117.066879,32.827057,NA
-118.548753,34.088668,NA
-118.40548,33.741813,4
-117.245017,32.672644,NA
-116.963806,32.678311,NA
-118.37983,33.742692,3
-117.257514,32.927981,4
-118.311428,34.126939,NA
-118.382788,34.018343,4
-118.839613,34.300242,4
-118.580543,34.092849,NA
-118.804189,34.277872,2
-117.126611,32.570247,7
-116.906188,32.69265,4
-117.27295,32.825313,4
-117.064592,32.806117,4
-117.069355,32.716647,87
-116.940033,32.727147,237
-118.291847,34.282855,5
-117.083228,32.821278,854
-118.326372,33.770694,13
-121.873969,36.601647,3
-117.043709,32.846141,44
-118.494095,34.29087,4
-117.235266,32.810775,4
-117.105653,32.648831,NA
-117.1157,32.590989,NA
-117.204422,33.108917,12
-116.589325,32.616469,NA
-117.220222,32.893383,4
-117.065325,32.955044,8
-118.630745,34.261588,22
-121.753567,36.663301,106
-117.085656,32.739944,12
-122.109925,37.513931,NA
-120.03077,34.725513,4
-116.760863,32.79662,16
-118.743828,36.151025,64
-117.011663,32.820595,NA
-117.078206,32.838357,NA
-117.253681,32.949289,5
-117.028511,32.749906,21
-116.956078,32.731761,46
-117.219425,32.774309,1
-118.918297,34.114681,3
-117.19869,32.83069,12
-117.578424,33.419195,4
-117.263825,33.005378,4
-117.085189,32.739839,18
-117.260505,32.937142,4
-118.598514,34.516192,46
-116.953773,33.039227,NA
-117.052406,32.810808,NA
-117.086359,32.553998,NA
-122.090722,37.44925,16
-116.831107,33.095043,3
-118.799761,34.224914,9
-118.36065,33.354228,4
-117.126392,32.572846,288
-118.528258,34.281712,9
-117.11625,32.981797,4
-117.194625,32.864037,4
-117.204193,33.052059,4
-105.627301,31.806582,NA
-103.716943,32.550748,NA
-120.760238,36.594742,3
-117.119005,33.460836,20
-118.223135,34.101418,4
-101.401011,32.128949,86
-116.988591,32.728303,30
-117.250655,32.712983,3
-118.71938,36.159211,47
-119.729861,35.093242,2
-117.938403,34.139,NA
-117.24498,32.672858,4
-116.854299,32.742575,NA
-118.495513,34.355378,4
-118.502105,34.363188,4
-117.952103,34.114014,4
-118.097678,34.178487,19
-117.943122,34.117942,4
-117.884972,34.153525,4
-118.496003,34.355258,4
-98.418508,32.86736,3
-117.528079,34.165729,595
-120.230725,34.480711,NA
-118.619855,34.256368,67
-118.614975,34.25688,4
-117.755543,33.799217,2
-110.684342,32.217572,5
-117.556783,33.541164,NA
-120.75278,35.34065,NA
-120.05973,35.10564,NA
-117.072778,32.829138,4
-108.879486,32.276825,NA
-116.866011,32.623308,NA
-98.471732,29.647386,NA
-117.440494,34.020177,NA
-117.255616,32.926952,267
-97.72602,30.503045,20
-120.625725,34.912469,NA
-98.88395,30.712225,4
-97.725686,30.184517,8
-118.046264,34.033211,4
-119.739508,35.112522,4
-118.789963,36.210117,457
-112.02251,33.762247,NA
-112.693772,33.932563,5
-112.088312,33.371115,92
-110.879745,32.267478,13
-111.153183,33.270908,NA
-111.17657,33.290494,4
-98.14883,30.33309,3
-117.244583,32.668933,11
-118.320703,34.522278,24
-117.886142,33.654486,NA
-118.091658,33.749583,3
-117.191383,33.581372,3
-117.70041,33.534941,48
-117.076264,32.822581,4
-117.66352,33.68243,7
-118.09143,33.74948,3
-110.91047,32.406958,4
-116.945388,32.731217,4
-118.306458,34.119828,4
-117.8442,33.63905,4
-121.818439,37.393603,NA
-121.712653,36.588525,4
-117.27942,33.173458,5
-122.639542,38.171562,33
-117.088547,34.053058,4
-117.19352,33.140008,4
-117.207972,34.032599,100
-116.980408,33.090395,4
-121.054955,39.202962,4
-117.737419,33.522997,NA
-117.064996,34.074413,54
-98.084188,30.219531,6
-116.996155,32.76023,4
-116.990621,34.024883,34
-121.734458,39.780005,7
-117.759177,33.596895,4
-111.133133,33.656945,4
-122.500773,37.719145,22
-117.188806,32.855178,38
-121.694542,36.615039,11
-117.26037,33.510345,NA
-98.351986,29.687888,4
-98.250625,30.334853,3
-117.17936,33.149832,NA
-119.197185,34.289451,NA
-117.010332,32.817277,NA
-119.926312,37.472092,3
-118.684495,34.03225,4
-121.941407,36.519172,4
-122.094422,37.445337,25
-117.279342,33.173486,NA
-118.697625,34.095967,4
-117.028183,32.749828,2
-121.674662,36.61332,4
-121.915375,37.880847,4
-119.293372,34.456361,NA
-117.796158,33.910224,NA
-97.522955,30.28787,5
-122.282263,37.46073,4
-116.939606,32.727506,4
-118.688492,34.08592,4
-121.173107,35.639535,10
-117.280136,33.051058,NA
-122.516037,37.854095,3
-120.463173,35.192261,44
-121.879173,36.600082,100
-118.818402,34.078817,8
-118.504093,33.446267,20
-117.823082,34.090668,281
-118.02419,33.684566,4
-118.513588,34.055145,4
-121.796097,37.398651,NA
-117.060692,32.792175,45
-117.210563,33.091592,4
-118.36328,33.363637,4
-117.15538,33.077625,4
-117.06514,32.842092,389
-124.025716,40.343852,265
-117.607199,33.547532,97
-117.022003,32.81905,NA
-117.128294,32.566146,4
-116.955644,32.731956,3
-119.86357,35.187647,NA
-118.923272,34.121125,4
-118.689505,34.088367,4
-116.705161,32.718247,3
-120.941154,38.189266,50
-117.617361,33.715202,3
-117.78286,33.656325,15
-117.192547,32.769443,5
-118.352984,34.110248,375
-121.879173,36.600082,100
-121.692593,36.578547,NA
-117.199692,33.102678,35
-117.184074,33.171594,4
-117.075674,32.821298,4
-116.988822,32.786014,4
-118.936824,34.044151,17
-121.915383,37.880858,3
-119.863589,35.187642,NA
-121.185316,36.484222,4
-121.167815,38.6881,3
-121.936493,37.213329,NA
-117.165444,33.115483,4
-121.558053,36.0619,3
-121.896936,37.160102,27
-117.125694,32.560573,4
-111.765205,34.768995,4
-117.244986,32.672797,NA
-117.875294,33.650537,4
-121.912553,36.422875,3
-117.245068,32.672637,52
-116.940453,32.727664,4
-118.561746,34.052631,30
-117.195433,33.102883,4
-117.075042,32.834914,56
-117.408848,34.208086,196
-117.212481,32.864031,NA
-117.126053,32.5606,3
-117.244961,32.673,31
-117.213786,32.859036,NA
-121.868195,37.124725,4
-119.530014,34.401267,8
-117.043929,32.847388,27
-119.529992,34.401178,8
-110.87528,32.269112,3
-117.040025,32.842314,41
-121.695176,36.590834,NA
-117.312416,33.121784,4
-122.657486,38.022203,11
-121.478231,37.347983,NA
-121.435612,36.097228,NA
-118.407212,33.795395,3
-121.694502,36.582982,NA
-119.781147,34.456369,NA
-117.258133,32.927653,8
-117.770448,33.601162,NA
-98.122917,30.364242,134
-122.412464,37.936731,NA
-121.761421,36.489861,NA
-121.502167,36.756832,465
-121.441392,37.145007,NA
-122.433526,37.691778,55
-121.761289,36.492532,NA
-122.105392,38.508642,4
-122.425492,37.859163,4
-118.369245,33.405524,9
-118.33574,33.330822,52
-119.872044,34.506547,NA
-122.553779,37.963811,4
-108.17073,36.7346,16
-108.170647,36.734517,13
-117.258164,32.927556,4
-117.085106,32.739786,200
-116.857353,32.823128,4
-116.705186,32.714894,4
-121.753367,36.844028,NA
-119.489424,34.383435,3
-119.50253,34.386113,4
-119.69025,34.021766,NA
-119.781147,34.456369,NA
-120.050175,34.015153,NA
-118.355303,33.331292,4
-118.56823,34.051997,2
-119.552612,35.028686,4
-118.56147,34.060286,4
-118.495588,34.354988,13
-117.838001,33.572364,95
-121.764325,36.639219,NA
-116.79863,32.863888,4
-118.056572,33.708282,4
-117.081483,32.825258,113
-116.572992,33.044933,3
-120.839975,35.344993,NA
-117.20575,33.112686,10
-116.760728,32.796633,5
-117.183388,33.089439,3
-117.239155,32.814533,4
-97.605084,30.471086,1
-120.048333,33.998108,7
-117.263947,33.005615,4
-117.206795,33.097053,4
-117.76387,33.608046,154
-118.025575,33.683572,4
-122.375107,38.808513,NA
-117.263127,33.005855,33
-117.160561,32.980747,4
-123.086204,42.122767,NA
-120.720845,35.333219,NA
-121.941686,36.509717,NA
-121.784614,36.639645,NA
-104.210271,32.256145,3
-118.342438,33.743422,4
-117.945938,34.11795,4
-117.945672,34.118461,4
-117.048592,33.18177,4
-112.022208,34.749787,24
-111.733392,33.43888,9
-117.755753,33.79704,1
-117.947487,33.660008,4
-117.771378,33.819722,4
-117.68712,33.851253,3
-121.810905,36.587763,95
-117.272095,32.831405,4
-117.132103,32.980647,4
-117.19681,32.83127,15
-118.05885,33.710011,NA
-121.941757,36.509538,14
-102.089645,30.867857,5
-102.089875,30.868177,5
-118.155633,34.203613,4
-117.288345,33.117283,3
-117.121764,32.911912,4
-116.706691,33.016957,75
-117.722226,33.837419,4
-109.12828,31.914213,3
-117.137064,32.630631,NA
-117.427812,33.974962,9
-117.875142,33.651699,3
-122.504897,38.372514,9
-117.014868,32.644655,7
-117.079086,32.845276,374
-117.732442,33.881117,NA
-117.068717,32.830561,NA
-117.120902,32.722162,29
-117.609948,33.836224,360
-117.602406,33.836963,NA
-116.884556,32.631376,30
-117.297578,33.117497,3
-118.176762,34.097494,NA
-117.622817,33.676187,3
-118.611753,34.273918,15
-118.575356,34.084869,4
-117.434614,33.970093,37
-117.0598,32.818165,6
-116.711494,33.008273,123
-121.743244,36.632381,NA
-116.895173,32.914648,889
-118.569267,34.290213,4
-118.624906,34.26793,7
-118.200407,34.099826,4
-116.669214,33.423117,NA
-110.73127,32.189484,5
-116.820829,33.127587,486
-119.896569,34.981111,NA
-101.714257,31.8743,NA
-117.762386,33.817482,29
-118.28532,34.125518,34
-118.384286,34.27032,1
-117.770471,33.819209,90
-118.384398,34.270329,1
-118.384702,34.27014,2
-118.371644,34.262209,1
-118.372184,34.262834,1
-118.372357,34.263035,8
-117.09796,32.614712,6
-117.059854,32.818091,4
-117.553863,33.634267,4
-117.553253,33.635687,4
-118.095917,34.181362,4
-118.531303,34.286095,4
-118.097755,34.18433,4
-119.737569,34.416237,8
-117.882692,34.153439,4
-118.095917,34.181387,4
-117.236506,32.812815,4
-117.821922,33.794575,4
-117.957337,34.116464,4
-117.954225,34.115597,4
-117.948233,34.114156,4
-117.952645,34.121553,4
-118.405898,34.227384,8
-117.954155,34.115508,4
-117.951522,34.114231,4
-117.949617,34.1142,4
-117.953772,34.115342,4
-116.662172,32.734419,NA
-117.95678,34.117111,4
-117.955658,34.118225,4
-118.046342,34.033158,4
-117.954942,34.119025,4
-116.660367,32.735408,NA
-117.954887,34.119081,4
-117.9542,34.11977,4
-118.355858,33.771362,4
-117.95623,34.117808,4
-118.619125,34.513377,NA
-122.466333,39.064583,NA
-121.709018,36.596749,4
-111.969365,33.88507,895
-118.522522,34.400997,5
-118.505883,34.39092,112
-117.724587,33.71797,3
-117.020406,32.827736,3
-117.225328,33.122208,8
-118.650213,34.102239,6
-117.303847,33.169833,3
-117.76977,33.569472,3
-117.221812,33.087086,4
-117.950355,34.118697,4
-117.951837,34.115108,4
-117.762628,33.622138,3
-117.762472,33.618787,4
-117.2566,33.103272,4
-117.782203,33.569988,13
-117.152161,33.150433,3
-117.950705,34.116572,4
-117.76518,33.563533,386
-117.308183,33.286911,NA
-117.766463,33.563638,4
-117.767312,33.565475,3
-117.951125,34.116178,4
-116.812142,32.746461,5
-118.16592,34.198717,8
-118.283437,34.119645,5
-117.135369,33.018253,4
-116.914313,32.832492,4
-110.686303,32.083696,NA
-118.559233,34.360353,6
-98.125136,29.722163,4
-117.249303,33.717134,7
-118.053214,33.702658,6
-117.93889,33.664072,20
-97.728888,30.50075,4
-98.487572,29.402192,4
-121.754302,36.47654,50
-97.746143,30.518387,NA
-112.140458,33.912975,4
-112.139908,33.916233,4
-117.833057,33.567995,7
-112.13913,33.916022,4
-112.139283,33.916997,4
-98.62968,29.585314,4
-121.795754,36.476698,8
-121.806456,36.464631,16
-112.147544,33.87827,3
-98.125772,29.721862,33
-121.806992,36.465461,22
-119.066023,34.090072,5
-112.33483,33.90565,5
-117.407581,34.017284,20
-117.544638,33.566005,3
-117.946578,34.117878,4
-117.946595,34.117881,4
-112.159661,33.864338,65
-117.707178,33.463006,8
-121.815128,36.499364,27
-98.20295,30.549172,4
-97.605008,30.471178,8
-117.555152,33.541195,142
-117.115048,32.968767,99
-117.46207,33.756604,65
-98.309486,29.632517,8
-112.137817,33.843842,3
-98.465634,29.637489,4
-97.975655,29.8842,3
-116.923486,32.717614,4
-117.597755,33.838653,40
-98.320642,29.642611,6
-97.809967,30.242997,4
-119.691147,34.477161,5
-116.753058,32.81788,4
-118.412709,33.74635,8
-116.921822,32.717353,4
-117.317877,33.944453,16
-97.781228,30.28422,4
-98.458713,29.628825,NA
-115.424644,36.157166,35
-118.865165,34.14727,5
-118.689997,34.053062,5
-119.762275,34.461045,NA
-98.538987,30.085347,4
-112.152047,33.879158,3
-112.150025,33.879028,4
-112.152039,33.879197,3
-117.566327,34.14909,16
-98.328033,29.669815,137
-117.752672,33.82291,286
-97.803329,31.138062,92
-117.323578,34.185295,7
-98.509189,29.561369,16
-121.181059,36.492751,3
-117.24945,32.876483,3
-121.794301,36.649147,3
-98.367244,29.585676,7
-118.766039,34.150651,40
-98.327089,29.670295,8
-117.820852,33.827269,92
-117.820852,33.827269,92
-98.274894,29.692666,9
-98.299575,29.640057,815
-98.300287,29.639421,3
-99.001905,29.670338,6
-98.716347,29.428097,4
-98.299597,29.64004,7
-97.788664,30.503068,605
-117.697883,33.862433,NA
-117.740442,33.836487,78
-98.29469,29.68203,8
-98.481088,29.461325,35
-98.294728,29.682179,3
-98.657076,29.609227,4
-98.739531,29.634291,8
-98.272932,29.691052,168
-117.733463,33.657613,NA
-98.392207,29.606456,4
-99.124504,29.738785,117
-118.593358,34.288936,NA
-98.077728,29.813192,11
-98.098936,29.998037,9
-121.796248,36.649615,9
-121.775298,36.463905,850
-111.662208,33.5831,5
-117.321113,33.79103,4
-117.470935,33.769754,41
-117.078797,32.540683,4
-111.661987,33.583225,5
-117.138383,32.630797,4
-117.330328,33.636045,4
-117.439396,34.0431,9
-97.735207,30.664897,NA
-98.222195,29.838374,8
-98.126849,29.721988,6
-97.781128,30.284295,7
-97.899587,30.505677,3
-98.578974,29.262739,5
-97.800484,31.145887,280
-98.481178,29.46165,4
-98.2035,29.764736,4
-121.931045,37.889925,4
-118.360138,33.327587,3
-111.609291,33.452388,4
-117.946655,34.117897,4
-117.714912,33.935117,4
-119.649131,34.459053,NA
-97.990666,30.383671,29
-117.409667,33.802147,NA
-97.77678,30.503935,NA
-99.756218,30.474863,7
-98.619985,29.58002,6
-112.018841,33.822372,616
-98.611032,29.582247,4
-110.980422,32.339458,4
-98.023617,30.507522,4
-99.756263,30.474808,4
-110.877744,32.213492,42
-117.330581,34.110832,6
-116.924164,32.632514,3
-117.092194,32.600586,370
-99.761789,30.487697,8
-98.422423,29.794964,3
-98.393736,29.605613,3
-117.55629,33.540588,4
-117.75874,33.809892,NA
-118.333397,33.725405,4
-98.669442,29.723282,3
-98.390205,29.667698,3
-98.533845,29.819063,4
-97.21788,31.484217,8
-98.473865,29.608218,4
-98.076228,29.813003,8
-97.807999,30.220032,232
-98.481138,29.461717,15
-98.132164,30.84888,4
-97.766247,30.510093,784
-121.844866,36.621864,4
-117.629803,33.690532,NA
-100.384165,29.653612,4
-98.200887,29.89625,NA
-98.42902,30.080656,685
-98.530166,29.553469,5
-97.724258,30.665917,4
-98.499987,29.863158,4
-98.620045,29.582109,128
-117.885918,33.65237,NA
-97.763428,30.508127,NA
-97.758371,30.511014,316
-100.342467,29.862565,8
-98.328074,29.657167,4
-97.041173,33.30739,NA
-97.907058,30.963375,3
-117.658387,33.687367,5
-98.369812,30.737117,NA
-98.389446,29.659285,7
-117.695039,33.8759,NA
-97.756035,30.511502,NA
-98.620048,29.478585,NA
-117.325203,33.708953,4
-117.641291,33.675044,7
-97.860153,30.30204,4
-97.769092,30.51026,NA
-122.411318,37.678836,4
-97.648205,30.687503,200
-117.811888,33.877993,128
-99.158986,30.050177,7
-118.456422,34.1441,34
-100.485542,31.389603,681
-98.441314,29.543414,NA
-97.65119,30.512224,5
-117.397664,33.672039,9
-97.218887,31.478597,4
-98.410801,30.535346,10
-117.843824,33.639872,4
-117.713225,33.872956,NA
-110.881512,32.265412,35
-117.88607,33.653355,13
-117.103347,32.541806,8
-99.272944,30.189021,4
-97.661148,30.221209,94
-101.063059,32.309617,112
-118.056234,33.708122,2
-117.399189,33.67199,9
-117.774456,33.818816,96
-98.630157,29.552207,NA
-99.077803,30.018728,8
-118.406189,33.744544,4
-117.008676,32.816727,136
-117.760206,33.840881,77
-121.835143,36.49616,9
-117.32478,34.218585,98
-118.346368,33.738348,5
-118.344409,33.739629,33
-117.076225,32.821655,NA
-117.097953,34.100173,NA
-118.388028,33.7539,405
-98.573931,29.621807,476
-117.738375,33.775483,107
-117.146039,32.933261,NA
-118.513653,34.059729,15
-98.629695,29.560782,13
-118.4709,34.173662,15
-97.276322,31.4946,8
-98.391231,29.605578,265
-111.96277,33.894088,4
-97.884621,30.214097,NA
-118.225543,33.87154,NA
-98.484878,29.874138,14
-98.594337,29.589347,NA
-98.366964,29.586175,6
-121.714961,36.629462,4
-121.756406,36.640128,3
-98.591737,29.5783,NA
-100.324514,29.848448,5
-98.049497,30.660054,126
-98.456678,29.560646,3
-118.57132,34.10468,44
-117.888312,34.16543,NA
-117.076162,32.821542,NA
-98.578986,29.262759,35
-117.029922,32.856342,5
-98.574875,29.57235,NA
-98.478711,29.599596,4
-117.111153,32.638875,5
-97.700453,30.289673,4
-98.321584,29.645012,8
-121.79898,36.654945,1
-117.789106,33.823208,NA
-117.756804,33.801802,NA
-118.578492,34.089047,4
-117.785928,34.090225,4
-98.692362,30.024678,4
-116.885505,32.800575,3
-117.556647,33.55178,4
-116.655754,33.988318,225
-118.22527,33.871527,NA
-117.126652,32.574904,14
-117.765023,33.817767,NA
-118.611769,34.273888,18
-98.393314,29.605317,4
-98.106139,28.969103,4
-98.106171,28.969106,3
-117.789995,34.090714,4
-118.574881,34.10161,15
-110.88095,32.265792,NA
-97.46695,31.19817,3
-98.366175,30.733881,7
-98.517995,29.562586,207
-97.79708,30.610253,3
-117.066825,32.805736,4
-112.006103,33.82882,4
-98.458687,29.629219,4
-117.942392,33.657932,NA
-97.276333,31.494486,NA
-117.235,32.841988,4
-111.961495,33.896362,4
-118.200556,33.846111,NA
-98.061485,31.034897,4
-118.775353,34.189908,523
-118.2891,34.135142,NA
-97.656242,30.510933,NA
-97.733147,30.498133,41
-97.66247,30.509103,NA
-121.155067,37.426753,4
-120.836617,36.553172,8
-120.816832,36.708728,4
-121.81063,36.678688,4
-121.812484,36.679817,346
-121.807331,36.703175,471
-112.152122,33.878822,3
-112.832497,33.50335,4
-117.761701,33.820047,13
-116.976347,32.675938,37
-104.491641,32.809255,NA
-117.122422,32.597438,3
-97.711351,30.883847,189
-118.200556,33.846111,NA
-118.378893,33.742729,7
-115.017134,36.207379,NA
-104.217151,32.420098,8
-118.192949,34.145666,NA
-97.681415,30.852473,66
-110.823678,32.309055,5
-97.589631,31.703169,NA
-99.90242,32.23267,4
-97.880279,30.217065,NA
-98.154012,30.559194,31
-117.399517,33.67167,4
-117.277327,33.94098,10
-117.2614,33.951134,124
-102.777863,33.182292,4
-98.173002,30.430124,74
-117.132523,32.795532,103
-122.279281,37.465233,4
-116.948424,32.620371,3
-102.299209,31.908566,12
-99.712852,32.458473,NA
-102.81173,31.619517,4
-117.055773,32.818544,8
-118.33307,34.274578,3
-116.871772,32.690597,27
-118.606046,34.093317,6
-117.785957,33.863006,NA
-117.421994,33.973235,15
-117.109518,33.893668,160
-98.654367,29.523144,NA
-98.320606,29.512064,3
-97.70124,31.401678,264
-97.780041,30.181348,7
-97.675011,30.520233,81
-97.734635,30.666293,NA
-98.478733,29.599594,4
-97.469178,31.08557,3
-101.322322,29.695413,89
-97.724922,30.672642,NA
-99.756189,30.474829,6
-98.38385,30.724731,60
-98.24844,30.331457,7
-118.202213,33.847482,NA
-116.993392,32.722558,6
-115.241479,36.303299,9
-119.634889,35.066842,5
-118.595528,33.017145,6
-97.646142,30.235767,92
-117.630745,33.691863,5
-118.407813,33.768008,5
-98.345394,30.79255,NA
-117.07695,32.541901,3
-119.668645,34.449299,3
-121.804553,36.680353,149
-97.913907,29.911601,NA
-111.481597,33.45933,485
-99.128862,30.134646,8
-97.871488,30.519315,6
-117.057158,32.815861,1000
-118.400965,33.739003,NA
-97.808348,30.187706,106
-118.144117,34.214549,4
-117.292275,34.029953,6
-118.013606,34.163403,480
-98.445289,29.632807,6
-118.5449,34.075961,4
-97.84585,30.200691,NA
-117.07923,32.84148,6
-111.928093,33.345088,5
-111.928062,33.344937,4
-98.203168,30.232883,8
-97.697006,30.491867,41
-97.840737,30.250128,3
-117.20675,33.096572,10
-97.915505,30.343078,26
-117.545013,33.565403,3
-111.966112,33.471747,4
-97.726747,30.520156,NA
-104.257707,32.136993,NA
-98.341004,29.665296,5
-119.02678,36.465787,3
-117.01643,32.822225,NA
-117.729464,33.549561,48
-117.011712,32.820632,NA
-117.947037,33.899272,5
-118.306703,34.213617,16
-98.415471,29.644743,10
-116.941458,32.748325,4
-118.91802,34.219957,8
-121.172527,36.494103,NA
-117.60912,33.590781,8
-117.215447,32.839663,4
-119.000646,34.38985,NA
-117.2825,33.071433,4
-118.062697,34.171907,2
-116.954369,33.044647,NA
-117.245142,32.672269,11
-117.56858,33.552478,5
-117.826606,33.790128,NA
-98.127676,30.037623,20
-98.565158,29.577361,NA
-117.011723,32.820658,NA
-98.088494,30.068558,4
-112.145972,33.839692,4
-97.651177,30.5123,7
-111.966147,33.47168,4
-116.539505,33.074647,5
-117.253566,33.562938,3
-121.198139,36.485328,NA
-97.808832,30.188816,NA
-121.159386,36.457058,3
-112.694588,33.932645,4
-118.667536,34.206704,2
-118.904442,34.219862,4
-119.73456,34.411655,9
-98.393762,29.605584,5
-116.988481,32.786156,3
-121.178023,36.491815,54
-97.676108,30.536567,4
-98.049177,30.281464,4
-117.463844,33.805562,4
-117.466325,33.803483,3
-98.127464,30.081575,NA
-97.7313,30.663908,4
-118.09602,34.180253,31
-117.7052,33.890792,NA
-97.892082,30.338657,4
-118.374823,33.7394,76
-97.651168,30.512286,4
-122.347703,38.825297,6
-97.170779,30.096752,70
-97.264383,30.135583,150
-98.574287,29.591008,NA
-117.075202,32.709732,9
-117.238871,32.844471,8
-116.9399,32.7276,25
-117.124406,32.717181,35
-97.170805,30.09622,NA
-117.08389,32.826298,3
-116.9557,32.7319,25
-117.279817,33.074397,15
-117.830758,33.920837,28
-121.722044,36.643058,NA
-117.777205,33.673728,5
-118.808975,34.222757,7
-117.290177,33.032536,3
-97.680603,30.852917,NA
-117.0284,32.7499,25
-117.308342,33.170453,9
-117.461125,33.652905,20
-117.03368,33.084804,20
-97.902212,30.100351,9
-116.942002,32.859192,77
-97.913492,31.132953,4
-117.688042,33.869819,NA
-98.532191,29.551812,9
-117.955042,33.972906,NA
-98.448278,29.603244,NA
-97.42073,32.651233,3
-98.07568,28.81933,9
-101.210862,30.706046,3
-110.745688,32.211995,4
-98.558444,29.551762,4
-117.68048,33.864913,NA
-111.365762,34.036183,4
-122.642639,37.926983,4
-118.511283,34.090083,4
-98.367237,29.585645,5
-118.633025,34.240008,56
-121.174625,36.490488,44
-98.098828,29.998078,NA
-111.895212,34.828778,5
-117.1139,32.973329,NA
-97.734236,30.666039,NA
-117.629592,33.481342,3
-97.465315,31.017806,3
-116.983367,33.089225,4
-116.95168,32.719301,15
-98.342144,29.812785,200
-98.334587,29.658648,6
-97.651164,30.512369,5
-98.016461,30.241522,4
-98.448045,29.552145,3
-117.674335,33.862371,NA
-98.715118,29.779844,59
-117.324312,33.119445,15
-97.729771,30.506664,5
-98.342145,29.812775,200
-117.764278,33.779035,158
-97.875353,30.547113,4
-97.651119,30.512243,3
-110.821892,32.171967,8
-97.167011,30.101249,153
-98.837632,29.537543,25
-117.765328,33.819624,849
-98.075733,29.813473,5
-117.081536,33.056717,4
-97.971196,29.94698,9
-98.363846,30.743118,94
-116.982955,33.089297,4
-118.234793,34.076109,18
-98.41547,29.645361,9
-117.207253,33.097636,4
-117.729125,34.136708,4
-117.76445,33.781281,255
-98.837632,29.537543,25
-116.942108,32.747825,8
-117.070694,32.82617,4
-98.403301,29.705846,7
-98.891633,30.262508,4
-97.683751,30.398015,52
-117.050914,32.818473,4
-121.174231,36.490589,5
-117.94254,33.663867,252
-118.426981,34.200533,NA
-97.526602,30.286718,326
-117.546575,33.665915,NA
-118.331987,33.35017,8
-118.377319,33.742145,109
-117.218522,32.927345,4
-97.811751,30.977547,4
-118.179292,33.810884,3
-97.873265,30.185489,275
-117.93769,33.66721,4
-119.960548,35.986969,4
-120.695304,35.226506,302
-117.282463,33.071317,4
-121.811753,36.318662,4
-121.4178,36.839508,5
-118.482111,33.443829,3
-121.784103,36.79893,4
-117.022942,33.01722,5
